Rank,Order,Family,Species,Common names,GE Score,ED Score,EDGE Score,Conservation Attention,Region,Countries,Relevant Global Programme,IUCN Red List link
,,,Sminthopsis fuliginosus,Sooty Dunnart,DD,10.72352561,0,,,,,
,,,Macrotis leucura,"Lesser Bilby, Lesser Rabbit-eared Bandicoot, White-tailed Rabbit-eared Bandicoot, Yallara",EX,,0,,,,,
,,,Chaeropus ecaudatus,Pig-footed Bandicoot,EX,,0,,,,,
,,,Perameles eremiana,Desert Bandicoot,EX,,0,,,,,
,,,Echymipera echinista,"Menzies' Echymipera, Fly River Bandicoot",DD,10.61844552,0,,,,,
,,,Microperoryctes murina,"Mouse Bandicoot, Weyland Mouse Bandicoot",DD,11.87738968,0,,,,,
,,,Wyulda squamicaudata,"Scaly-tailed Possum, Ilangnalya",DD,16.65496789,0,,,,,
,,,Caloprymnus campestris,"Desert Rat Kangaroo, Buff-nosed Rat-kangaroo, Plains Rat-kangaroo",EX,,0,,,,,
,,,Potorous platyops,Broad-faced Potoroo,EX,,0,,,,,
,,,Lagorchestes asomatus,"Central Hare Wallaby, Central Hare-wallaby, Least Hare Wallaby, Least Hare-wallaby",EX,,0,,,,,
,,,Lagorchestes leporides,"Eastern Hare Wallaby, Eastern Hare-wallaby",EX,,0,,,,,
,,,Macropus greyi,Toolache Wallaby,EX,,0,,,,,
,,,Onychogalea lunata,"Crescent Nailtail Wallaby, Crescent Nail-tailed Wallaby, Wurrung",EX,,0,,,,,
,,,Petrogale concinna,"Nabarlek, Pygmy Rock Wallaby",DD,4.810919636,0,,,,,
,,,Oryzorictes tetradactylus,"Four-toed Mole Tenrec, Four-toed Rice Tenrec",DD,31.23368671,0,,,,,
,,,Chrysochloris visagiei,Visagie's Golden Mole,DD,20.77558246,0,,,,,
,,,Calcochloris leucorhinus,Congo Golden Mole,DD,18.64607312,0,,,,,
,,,Calcochloris tytonis,Somali Golden Mole,DD,17.35914529,0,,,,,
,,,Elephantulus fuscipes,"Dusky-footed Elephant Shrew, Dusky-footed Sengi",DD,13.489289,0,,,,,
,,,Elephantulus fuscus,"Dusky Elephant Shrew, Dusky Sengi",DD,13.489289,0,,,,,
,,,Elephantulus revoili,"Somali Elephant Shrew, Somali Sengi",DD,13.74874304,0,,,,,
,,,Hydrodamalis gigas,Steller's Sea Cow,EX,,0,,,,,
,,,Dasypus yepesi,Yepes's Mulita,DD,,0,,,,,
,,,Chlamyphorus truncatus,"Lesser Fairy Armadillo, Lesser Pichi Ciego, Pink Fairy Armadillo",DD,30.54120538,0,,,,,
,,,Cabassous centralis,Northern Naked-tailed Armadillo,DD,17.45576485,0,,,,,
,,,Dendrogale melanura,"Bornean Smooth-tailed Treeshrew, Bornean Smooth-tailed Tree Shrew",DD,17.80730384,0,,,,,
,,,Tupaia dorsalis,"Striped Treeshrew, Striped Tree Shrew",DD,12.00893895,0,,,,,
,,,Tupaia moellendorffi,Calamian Treeshrew,DD,14.23708332,0,,,,,
,,,Allocebus trichotis,Hairy-eared Dwarf Lemur,DD,27.58566864,0,,,,,
,,,Cheirogaleus adipicaudatus,"Southern Fat-tailed Dwarf Lemur, Spiny Desert Dwarf Lemur, Spiny Forest Dwarf Lemur",DD,15.70967975,0,,,,,
,,,Cheirogaleus crossleyi,"Furry-eared Dwarf Lemur, Crossley's Dwarf Lemur",DD,15.81517187,0,,,,,
,,,Cheirogaleus minusculus,Lesser Iron-grey Dwarf Lemur,DD,,0,,,,,
,,,Cheirogaleus ravus,"Greater Iron-grey Dwarf Lemur, Large Iron-grey Dwarf Lemur",DD,,0,,,,,
,,,Cheirogaleus sibreei,Sibree's Dwarf Lemur,DD,16.14146956,0,,,,,
,,,Microcebus myoxinus,"Peters' Mouse Lemur, Pygmy Mouse Lemur, Western Rufous Mouse Lemur",DD,15.08547508,0,,,,,
,,,Eulemur rufus,"Red Brown Lemur, Audebert's Brown Lemur, Red-fronted Brown Lemur",DD,7.097233456,0,,,,,
,,,Lepilemur dorsalis,"Gray's Sportive Lemur, Grey-backed Sportive Lemur, Nossi-bé Sportive Lemur",DD,10.39884037,0,,,,,
,,,Lepilemur leucopus,"White-footed Sportive Lemur, Dry-bush Weasel Lemur",DD,10.4420097,0,,,,,
,,,Lepilemur microdon,"Small-toothed Sortive Lemur, Light-necked Sportive Lemur, Microdon Sportive Lemur",DD,10.48490919,0,,,,,
,,,Lepilemur mustelinus,"Weasel Sportive Lemur, Greater Sportive Lemur, Greater Weasel Lemur",DD,10.13753185,0,,,,,
,,,Lepilemur ruficaudatus,"Red-tailed Sportive Lemur, Lesser Weasel Lemur",DD,10.16677468,0,,,,,
,,,Avahi unicolor,"Sambirano Woolly Lemur, Sambirano Avahi",DD,,0,,,,,
,,,Galagoides nyasae,Malawi Galago,DD,14.75341931,0,,,,,
,,,Tarsius pumilus,"Mountain Tarsier, Lesser Spectral Tarsier, Pygmy Tarsier, Sulawesi Mountain Tarsier",DD,17.24383129,0,,,,,
,,,Mico acariensis,Rio Acarí Marmoset,DD,3.625766488,0,,,,,
,,,Mico chrysoleucus,Golden-white Tassel-ear Marmoset,DD,3.880055665,0,,,,,
,,,Mico emiliae,Snethlage's Marmoset,DD,3.234454604,0,,,,,
,,,Mico humeralifer,"Black And White Tassel-ear Marmoset, Tassel-eared Marmoset",DD,3.880055665,0,,,,,
,,,Mico marcai,"Marca's Marmoset, Marca's Marmoset",DD,3.625766488,0,,,,,
,,,Mico nigriceps,Black-headed Marmoset,DD,3.625766488,0,,,,,
,,,Callicebus stephennashi,"Stephen Nash's Titi Monkey, Stephen Nash's Titi Monkey",DD,6.904059301,0,,,,,
,,,Cercocebus chrysogaster,Golden-bellied Mangabey,DD,6.19930404,0,,,,,
,,,Trachypithecus barbei,"Tenasserim Lutung, Barbe's Langur, Barbe's Langur",DD,3.14301613,0,,,,,
,,,Sciurillus pusillus,Neotropical Pygmy Squirrel,DD,42.44973669,0,,,,,
,,,Microsciurus flaviventer,Amazon Dwarf Squirrel,DD,3.249933113,0,,,,,
,,,Microsciurus santanderensis,Santander Dwarf Squirrel,DD,3.763410052,0,,,,,
,,,Sciurus arizonensis,Arizona Gray Squirrel,DD,2.636725436,0,,,,,
,,,Sciurus flammifer,Fiery Squirrel,DD,3.519385721,0,,,,,
,,,Sciurus gilvigularis,Yellow-throated Squirrel,DD,4.905514847,0,,,,,
,,,Sciurus ignitus,Bolivian Squirrel,DD,4.54425811,0,,,,,
,,,Sciurus pucheranii,Andean Squirrel,DD,5.15672638,0,,,,,
,,,Sciurus pyrrhinus,Junín Red Squirrel,DD,3.997051279,0,,,,,
,,,Sciurus sanborni,Sanborn's Squirrel,DD,3.653188866,0,,,,,
,,,Aeromys tephromelas,"Black Flying Squirrel, Large Black Flying Squirrel",DD,6.43616838,0,,,,,
,,,Aeromys thomasi,"Thomas's Flying Squirrel, Thomas's Flying Squirrel",DD,6.43616838,0,,,,,
,,,Belomys pearsonii,Hairy-footed Flying Squirrel,DD,5.753485398,0,,,,,
,,,Eupetaurus cinereus,Woolly Flying Squirrel,DD,6.975045706,0,,,,,
,,,Hylopetes bartelsi,"Bartels's Flying Squirrel, Bartel's Flying Squirrel",DD,7.052415219,0,,,,,
,,,Hylopetes lepidus,Gray-cheeked Flying Squirrel,DD,5.693757074,0,,,,,
,,,Hylopetes platyurus,Jentink's Flying Squirrel,DD,5.693757074,0,,,,,
,,,Hylopetes winstoni,Sumatran Flying Squirrel,DD,5.014910914,0,,,,,
,,,Petaurillus emiliae,Lesser Pygmy Flying Squirrel,DD,5.003649323,0,,,,,
,,,Petaurillus hosei,Hose's Pygmy Flying Squirrel,DD,5.045054428,0,,,,,
,,,Petaurillus kinlochii,Selangor Pygmy Flying Squirrel,DD,4.999582077,0,,,,,
,,,Petinomys hageni,Hagen's Flying Squirrel,DD,5.056159657,0,,,,,
,,,Petinomys sagitta,Arrow Flying Squirrel,DD,5.363154853,0,,,,,
,,,Callosciurus albescens,"Kloss's Squirrel, Kloss Squirrel",DD,15.36868246,0,,,,,
,,,Exilisciurus exilis,Least Pygmy Squirrel,DD,12.43864255,0,,,,,
,,,Glyphotes simus,Sculptor Squirrel,DD,18.69277733,0,,,,,
,,,Lariscus niobe,Niobe Ground Squirrel,DD,9.742891593,0,,,,,
,,,Prosciurillus abstrusus,Secretive Dwarf Squirrel,DD,10.94436121,0,,,,,
,,,Prosciurillus leucomus,Whitish Dwarf Squirrel,DD,10.61484701,0,,,,,
,,,Prosciurillus murinus,Celebes Dwarf Squirrel,DD,10.62267093,0,,,,,
,,,Prosciurillus weberi,Weber's Dwarf Squirrel,DD,10.71846721,0,,,,,
,,,Sundasciurus davensis,Davao Squirrel,DD,8.525557143,0,,,,,
,,,Sundasciurus rabori,Palawan Montane Squirrel,DD,8.038489094,0,,,,,
,,,Funisciurus bayonii,Lunda Rope Squirrel,DD,7.794181782,0,,,,,
,,,Funisciurus substriatus,"Kintampo Rope Squirrel, Winston's Tree Squirrel",DD,7.530127653,0,,,,,
,,,Heliosciurus punctatus,Small Sun Squirrel,DD,8.182073418,0,,,,,
,,,Heliosciurus undulatus,Zanj Sun Squirrel,DD,7.986840757,0,,,,,
,,,Paraxerus cooperi,"Cooper's Mountain Squirrel, Cusorial Akodont",DD,6.664180846,0,,,,,
,,,Paraxerus lucifer,Black And Red Bush Squirrel,DD,6.677845603,0,,,,,
,,,Protoxerus aubinnii,Slender-tailed Squirrel,DD,11.62007564,0,,,,,
,,,Graphiurus angolensis,,DD,11.93478798,0,,,,,
,,,Graphiurus crassicaudatus,Jentink's Dormouse,DD,28.84366568,0,,,,,
,,,Graphiurus johnstoni,,DD,11.86625505,0,,,,,
,,,Graphiurus monardi,Monard's Dormouse,DD,11.09618957,0,,,,,
,,,Graphiurus surdus,Silent Dormouse,DD,11.26941773,0,,,,,
,,,Chaetocauda sichuanensis,"Sichuan Dormouse, Chinese Dormouse",DD,21.20923849,0,,,,,
,,,Dryomys laniger,Woolly Dormouse,DD,21.1576837,0,,,,,
,,,Myomimus personatus,Masked Mouse-tailed Dormouse,DD,19.72718596,0,,,,,
,,,Myomimus setzeri,Setzer's Mouse-tailed Dormouse,DD,19.68687471,0,,,,,
,,,Selevinia betpakdalaensis,Desert Dormouse,DD,25.68506062,0,,,,,
,,,Chaetodipus lineatus,Lined Pocket Gopher,DD,8.26655545,0,,,,,
,,,Orthogeomys cuniculus,Oaxacan Pocket Gopher,DD,4.985885212,0,,,,,
,,,Allactaga firouzi,Iranian Jerboa,DD,12.23004943,0,,,,,
,,,Cardiocranius paradoxus,Five-toed Pygmy Jerboa,DD,22.65578457,0,,,,,
,,,Salpingotulus michaelis,"Baluchistan Pygmy Jerboa, Dwarf Three-toed Jerboa",DD,12.5197464,0,,,,,
,,,Salpingotus crassicauda,Thick-tailed Pygmy Jerboa,DD,13.36408593,0,,,,,
,,,Salpingotus heptneri,Heptner's Pygmy Jerboa,DD,12.19384177,0,,,,,
,,,Salpingotus pallidus,"Pale Pygmy Jerboa, Pallid Pygmy Jerboa",DD,13.14026057,0,,,,,
,,,Sicista caudata,Long-tailed Birch Mouse,DD,11.78950746,0,,,,,
,,,Sicista pseudonapaea,Gray Birch Mouse,DD,12.06175707,0,,,,,
,,,Spalax ehrenbergi,"Middle East Blind Mole Rat, Palestine Mole Rat",DD,13.94923247,0,,,,,
,,,Spalax leucodon,"Lesser Blind Mole Rat, Lesser Mole Rat",DD,13.9025612,0,,,,,
,,,Spalax nehringi,"Nehring's Bilind Mole Rat, Nehring's Blind Mole Rat",DD,13.77110935,0,,,,,
,,,Calomyscus grandis,Noble Calomyscus,DD,9.607249469,0,,,,,
,,,Calomyscus tsolovi,"Syrian Calomyscus, Tsolov's Mouse-like Hamster",DD,8.840295197,0,,,,,
,,,Dendromus vernayi,Vernay's Climbing Mouse,DD,10.8979814,0,,,,,
,,,Dendroprionomys rousseloti,"Velvet African Climbing Mouse, Velvet Climbing Mouse",DD,15.95423546,0,,,,,
,,,Megadendromus nikolausi,Nikolaus's Mouse,DD,16.49134628,0,,,,,
,,,Prionomys batesi,Dollman's Tree Mouse,DD,22.30828963,0,,,,,
,,,Steatomys jacksoni,Jackson's Fat Mouse,DD,11.38757015,0,,,,,
,,,Eliurus antsingy,Tsingy Tuft-tailed Rat,DD,7.556071677,0,,,,,
,,,Eliurus ellermani,Ellerman's Tuft-tailed Rat,DD,7.556071677,0,,,,,
,,,Alticola albicaudus,White-tailed Mountain Vole,DD,4.378849129,0,,,,,
,,,Alticola olchonensis,Olkhon Mountain Vole,DD,4.11838415,0,,,,,
,,,Dicrostonyx unalascensis,"Umnak Island Collared Lemming, Unalaska Collared Lemming",DD,4.206374351,0,,,,,
,,,Dicrostonyx vinogradovi,"Wrangel Island Collared Lemming, Wrangel Lemming",DD,4.202109873,0,,,,,
,,,Ellobius alaicus,Alai Mole Vole,DD,8.23623226,0,,,,,
,,,Lemmus portenkoi,,DD,7.735666178,0,,,,,
,,,Microtus anatolicus,,DD,5.760996498,0,,,,,
,,,Microtus evoronensis,"Evoron Vole, Evorsk Vole, Lake Evoron Vole",DD,4.871875847,0,,,,,
,,,Microtus felteni,"Balkan Pine Vole, Felten's Vole",DD,5.265285477,0,,,,,
,,,Microtus irani,Persian Vole,DD,3.841115763,0,,,,,
,,,Microtus mujanensis,Muisk Vole,DD,4.896587287,0,,,,,
,,,Microtus qazvinensis,,DD,5.760996498,0,,,,,
,,,Neodon forresti,Forrest's Mountain Vole,DD,5.053063499,0,,,,,
,,,Volemys millicens,"Sichuan Vole, Szechuan Vole",DD,8.607973274,0,,,,,
,,,Volemys musseri,Marie's Vole,DD,8.437427431,0,,,,,
,,,Neotoma anthonyi,Anthony's Woodrat,EX,5.527363561,0,,,,,
,,,Neotoma bunkeri,"Bunkers Woodrat, Bunker's Woodrat, Coronados Island Woodrat",EX,5.874771715,0,,,,,
,,,Neotoma martinensis,San Martin Island Woodrat,EX,5.668681574,0,,,,,
,,,Peromyscus furvus,Blackish Deer Mouse,DD,5.725743733,0,,,,,
,,,Peromyscus pembertoni,Pemberton's Deer Mouse,EX,,0,,,,,
,,,Peromyscus sagax,Michoacan Deer Mouse,DD,5.740380647,0,,,,,
,,,Reithrodontomys burti,Sonoran Harvest Mouse,DD,7.517695699,0,,,,,
,,,Reithrodontomys paradoxus,Nicaraguan Harvest Mouse,DD,8.143859337,0,,,,,
,,,Akodon aliquantulus,Diminutive Akodont,DD,4.002052966,0,,,,,
,,,Akodon leucolimnaeus,,DD,4.002052966,0,,,,,
,,,Akodon lindberghi,Lindbergh's Grass Mouse,DD,3.99693292,0,,,,,
,,,Akodon mystax,,DD,4.002052966,0,,,,,
,,,Akodon neocenus,"Neuquen Grass Mouse, Neuquén Akodont",DD,2.800419349,0,,,,,
,,,Akodon oenos,Monte Akodont,DD,4.002052966,0,,,,,
,,,Akodon pervalens,Tarija Akodont,DD,3.727336623,0,,,,,
,,,Akodon sanctipaulensis,Sao Paulo Grass Mouse,DD,4.019672835,0,,,,,
,,,Akodon varius,Variable Grass Mouse,DD,2.724129934,0,,,,,
,,,Amphinectomys savamis,,DD,,0,,,,,
,,,Brucepattersonius albinasus,,DD,,0,,,,,
,,,Brucepattersonius griserufescens,,DD,,0,,,,,
,,,Brucepattersonius guarani,Guaraní Akodont,DD,,0,,,,,
,,,Brucepattersonius igniventris,,DD,,0,,,,,
,,,Brucepattersonius misionensis,Misiones Akodont,DD,,0,,,,,
,,,Brucepattersonius paradisus,Arroyo Of Paradise Akodont,DD,,0,,,,,
,,,Brucepattersonius soricinus,,DD,,0,,,,,
,,,Chelemys delfini,,DD,6.154635216,0,,,,,
,,,Chibchanomys orcesi,Las Cajas Ichthyomyine,DD,,0,,,,,
,,,Chibchanomys trichotis,Chibchan Water Mouse,DD,10.37551182,0,,,,,
,,,Euneomys chinchilloides,Patagonian Chincilla Mouse,DD,5.909473782,0,,,,,
,,,Euneomys fossor,Burrowing Euneomys,DD,5.946605652,0,,,,,
,,,Galenomys garleppi,Gerlepp's Mouse,DD,8.963799918,0,,,,,
,,,Graomys centralis,,DD,5.527009883,0,,,,,
,,,Graomys edithae,Edith's Leaf-eared Mouse,DD,6.130618392,0,,,,,
,,,Ichthyomys stolzmanni,Stolzmann's Crab-eating Rat,DD,7.138555934,0,,,,,
,,,Ichthyomys tweedii,Tweedy's Crab-eating Rat,DD,7.0257251,0,,,,,
,,,Juscelinomys candango,Candango Mouse,EX,8.256933458,0,,,,,
,,,Juscelinomys guaporensis,,DD,,0,,,,,
,,,Juscelinomys huanchacae,,DD,,0,,,,,
,,,Megalomys desmarestii,"Desmarest's Pilorie, Antillean Giant Rice Rat",EX,,0,,,,,
,,,Megalomys luciae,"Santa Lucian Pilorie, Santa Lucia Giant Rice Rat",EX,,0,,,,,
,,,Megaoryzomys curioi,Galapágos Giant Rat,EX,,0,,,,,
,,,Neacomys pictus,Painted Bristly Mouse,DD,5.794909423,0,,,,,
,,,Necromys punctulatus,Spotted Bolo Mouse,DD,4.74213864,0,,,,,
,,,Nectomys magdalenae,,DD,5.664812087,0,,,,,
,,,Nesoryzomys darwini,Darwin's Galapagos Mouse,EX,,0,,,,,
,,,Nesoryzomys indefessus,Indefatigable Galapagos Mouse,EX,4.430197569,0,,,,,
,,,Neusticomys oyapocki,Oyapock's Fish-eating Rat,DD,6.732483187,0,,,,,
,,,Noronhomys vespuccii,,EX,,0,,,,,
,,,Oecomys cleberi,"Cleber's Arboreal Rice Rat, Cleber's Oecomys",DD,3.390043485,0,,,,,
,,,Oecomys paricola,Brazilian Arboreal Rice Rat,DD,3.881139961,0,,,,,
,,,Oligoryzomys brendae,Brenda's Colilargo,DD,3.968645237,0,,,,,
,,,Oligoryzomys victus,"St Vincent Pygmy Rice Rat, St. Vincent Pygmy Rice Rat",EX,4.109556851,0,,,,,
,,,Oreoryzomys balneator,Peruvian Rice Rat,DD,4.313953091,0,,,,,
,,,Oryzomys curasoae,Curaçao Rice Rat,DD,4.447710689,0,,,,,
,,,Euryoryzomys emmonsae,Emmons's Rice Rat,DD,4.447710689,0,,,,,
,,,Cerradomys marinhus,,DD,4.447710689,0,,,,,
,,,Oryzomys nelsoni,"Nelson's Rice Rat, Tres Marias Island Rice Rat",EX,4.447710689,0,,,,,
,,,Eremoryzomys polius,Gray Rice Rat,DD,4.454875441,0,,,,,
,,,Hylaeamys tatei,,DD,4.447710689,0,,,,,
,,,Oxymycterus akodontius,Argentine Hocicudo,DD,5.031634229,0,,,,,
,,,Phyllotis osgoodi,Osgood's Leaf-eared Mouse,DD,4.813716196,0,,,,,
,,,Rhipidomys caucensis,Cauca Climbing Mouse,DD,5.135983948,0,,,,,
,,,Rhipidomys ochrogaster,Yellow-bellied Climbing Mouse,DD,5.088757015,0,,,,,
,,,Salinomys delicatus,,DD,,0,,,,,
,,,Sigmodontomys aphrastus,"Harris's Rice Water Rat, Long-tailed Sigmodontomys",DD,6.567271176,0,,,,,
,,,Thomasomys bombycinus,Silky Oldfield Mouse,DD,4.42990345,0,,,,,
,,,Thomasomys hudsoni,,DD,3.904596709,0,,,,,
,,,Thomasomys popayanus,,DD,3.938191984,0,,,,,
,,,Thomasomys praetor,,DD,3.952722393,0,,,,,
,,,Thomasomys rosalinda,Rosalinda's Oldfield Mouse,DD,4.119733169,0,,,,,
,,,Thomasomys vulcani,,DD,4.118297232,0,,,,,
,,,Tylomys fulviventer,Fulvous-bellied Climbing Rat,DD,10.12849459,0,,,,,
,,,Tylomys panamensis,"Panamá Climbing Rat, Panamanian Climbing Rat",DD,10.01928406,0,,,,,
,,,Acomys cilicicus,Asia Minor Spiny Mouse,DD,3.460011499,0,,,,,
,,,Acomys minous,"Cretan Spiny Mouse, Crete Spiny Mouse, Spiny Mouse",DD,3.683196416,0,,,,,
,,,Acomys nesiotes,Cyprus Spiny Mouse,DD,3.776086462,0,,,,,
,,,Ammodillus imbellis,Ammodile,DD,13.6808729,0,,,,,
,,,Gerbillus bottai,Botta's Gerbil,DD,7.351179378,0,,,,,
,,,Gerbillus jamesi,James's Gerbil,DD,8.443606691,0,,,,,
,,,Gerbillus lowei,Lowe's Gerbil,DD,8.292380076,0,,,,,
,,,Gerbillus somalicus,Somalian Gerbil,DD,8.577251747,0,,,,,
,,,Gerbillus stigmonyx,Khartoum Gerbil,DD,8.604317195,0,,,,,
,,,Gerbillus acticola,Berbera Gerbil,DD,8.032275253,0,,,,,
,,,Gerbillus agag,Agag Gerbil,DD,8.23507684,0,,,,,
,,,Gerbillus brockmani,Brockman's Gerbil,DD,7.998198417,0,,,,,
,,,Gerbillus burtoni,Burton's Gerbil,DD,7.832664547,0,,,,,
,,,Gerbillus grobbeni,Grobben's Gerbil,DD,8.177561489,0,,,,,
,,,Gerbillus muriculus,Barfur Gerbil,DD,7.888238882,0,,,,,
,,,Gerbillus nancillus,Sudan Gerbil,DD,7.841891172,0,,,,,
,,,Gerbillus occiduus,Occidental Gerbil,DD,7.767505301,0,,,,,
,,,Gerbillus principulus,Principal Gerbil,DD,7.868113151,0,,,,,
,,,Meriones zarudnyi,Zarundny's Jird,DD,6.576137192,0,,,,,
,,,Psammomys vexillaris,Thin Sand Rat,DD,11.53349134,0,,,,,
,,,Leimacomys buettneri,Groove-toothed Forest Mouse,DD,21.35095949,0,,,,,
,,,Abditomys latidens,Luzon Broad-toothed Rat,DD,10.07677174,0,,,,,
,,,Aethomys silindensis,"Selinda Veld Rat, Silinda Rock Rat",DD,9.258680387,0,,,,,
,,,Aethomys stannarius,Tinfields Rock Rat,DD,9.658062671,0,,,,,
,,,Anonymomys mindorensis,"Mindoro Forest Anonymomys, Mindoro Climbing Rat, Mindoro Rat",DD,13.92644324,0,,,,,
,,,Apomys abrae,"Luzon Cordillera Apomys, Luzon Cordillera Forest Mouse",DD,4.3482074,0,,,,,
,,,Apomys gracilirostris,"Large Mindoro Apomys, Large Mindoro Forest Mouse",DD,,0,,,,,
,,,Apomys littoralis,"Mindanao Lowland Apomys, Mindanao Lowland Forest Mouse",DD,4.472804894,0,,,,,
,,,Apomys sacobianus,"Long-nosed Luzon Apomys, Long-nosed Luzon Forest Mouse",DD,4.252815914,0,,,,,
,,,Batomys dentatus,"Large-toothed Batomys, Large-toothed Hairy-tailed Rat",DD,9.22287013,0,,,,,
,,,Berylmys mackenziei,"Kenneth's White-toothed Rat, Mackenzie's Rat",DD,9.675398695,0,,,,,
,,,Berylmys manipulus,Manipur White-toothed Rat,DD,9.778724598,0,,,,,
,,,Carpomys melanurus,"Large Luzon Carpomys, Short-footed Luzon Tree Rat",DD,9.948989145,0,,,,,
,,,Chiropodomys calamianensis,Palawan Pencil-tailed Tree Mouse,DD,7.873913856,0,,,,,
,,,Chiropodomys major,"Greater Pencil-tailed Tree Mouse, Large Pencil-tailed Tree Mouse",DD,8.151121728,0,,,,,
,,,Chiropodomys muroides,Gray-bellied Pencil-tailed Tree Mouse,DD,8.018452428,0,,,,,
,,,Chiropodomys pusillus,"Lesser Pencil-tailed Tree Mouse, Small Pencil-tailed Tree Mouse",DD,8.191280326,0,,,,,
,,,Coccymys albidens,"White-toothed Mouse, White-toothed Brush Mouse, White-toothed Coccymys, White-toothed Melomys",DD,9.982171455,0,,,,,
,,,Conilurus albipes,"White-footed Rabbit-rat, Rabbit-eared Tree-rat, White-footed Rabbit Rat, White-footed Tree-rat",EX,,0,,,,,
,,,Coryphomys buehleri,"Buhler's Coryphomys, Buhler's Rat",EX,,0,,,,,
,,,Crateromys paulus,"Ilin Crateromys, Ilin Bushy-tailed Cloud Rat, Ilin Hairy-tailed Cloud Rat",DD,9.162808868,0,,,,,
,,,Crunomys celebensis,"Sulawesi Shrew Mouse, Celebes Shrew Rat",DD,3.88540014,0,,,,,
,,,Crunomys fallax,"Luzon Shrew Mouse, Northern Luzon Shrew Rat, Northern Luzon Shrew-mouse",DD,3.868471072,0,,,,,
,,,Crunomys suncoides,"Katanglad Shrew Mouse, Kitanglad Shrew-mouse",DD,,0,,,,,
,,,Dacnomys millardi,Millard's Rat,DD,12.36030997,0,,,,,
,,,Dasymys foxi,Fox's Shaggy Rat,DD,6.775616574,0,,,,,
,,,Dasymys nudipes,Angolan Marsh Rat,DD,6.829915719,0,,,,,
,,,Diomys crumpi,Crump's Mouse,DD,12.49576532,0,,,,,
,,,Grammomys aridulus,"Arid Thicket Rat, Arid Woodland Grammomys",DD,9.002697135,0,,,,,
,,,Grammomys buntingi,"Bunting's Grammomys, Bunting's Thicket Rat",DD,8.647791127,0,,,,,
,,,Grammomys caniceps,"Gray-headed Thicket Rat, Grey-headed Thicket Rat",DD,8.675855881,0,,,,,
,,,Hadromys yunnanensis,Yunnan Hadromys,DD,10.47668658,0,,,,,
,,,Haeromys margarettae,"Margaret's Haeromys, Ranee Mouse",DD,10.06542998,0,,,,,
,,,Baiyankamys habbema,Mountain Water Rat,DD,8.119086983,0,,,,,
,,,Hydromys hussoni,Western Water Rat,DD,8.526140398,0,,,,,
,,,Hydromys neobritannicus,New Britain Water Rat,DD,8.327746303,0,,,,,
,,,Hyomys dammermani,Western White-eared Giant Rat,DD,9.85079527,0,,,,,
,,,Lemniscomys hoogstraali,"Hoogstraal's Striped Grass Mouse, Hoogstraal's Lemniscomys, Hoogstral's Lemniscomys, Hoogstral's Striped Grass Mouse",DD,8.031265421,0,,,,,
,,,Lemniscomys roseveari,"Rosevear's Lemniscomys, Rosevear's Striped Grass Mouse, Rosevear's Lemniscomys",DD,8.136176605,0,,,,,
,,,Leopoldamys neilli,"Neill's Leopoldamys, Neill's Long-tailed Giant Rat",DD,10.14984286,0,,,,,
,,,Macruromys elegans,"Lesser Small-toothed Rat, Western Small-toothed Rat",DD,9.813898345,0,,,,,
,,,Malpaisomys insularis,,,,0,,,,,
,,,Margaretamys parvus,"Lesser Margaretamys, Little Margareta Rat",DD,9.143275362,0,,,,,
,,,Mastomys pernanus,"Dwarf Mastomys, Dwarf Multimammate Mouse",DD,9.122017971,0,,,,,
,,,Maxomys baeodon,"Small Bornean Maxomys, Small Spiny Rat",DD,7.784872365,0,,,,,
,,,Maxomys dollmani,"Dollman's Sulawesi Maxomys, Dollman's Spiny Rat",DD,8.248935884,0,,,,,
,,,Maxomys hylomyoides,"Sumatran Mountain Maxomys, Sumatran Spiny Rat",DD,8.65260268,0,,,,,
,,,Maxomys ochraceiventer,"Ochraceous-bellied Bornean Maxomys, Chestnut-bellied Spiny Rat",DD,8.97763687,0,,,,,
,,,Melasmothrix naso,"Diurnal Sulawesian Shrew Rat, Sulawesian Shrew Rat",DD,10.54413039,0,,,,,
,,,Melomys arcium,Rossel Island Melomys,DD,6.2808717,0,,,,,
,,,Melomys bougainville,"Bougainville Melomys, Bougainville Mosaic-tailed Rat",DD,7.102123111,0,,,,,
,,,Melomys cooperae,Yamdena Island Melomys,DD,7.162330955,0,,,,,
,,,Melomys fulgens,Seram Long-tailed Melomys,DD,6.52948763,0,,,,,
,,,Melomys howi,Riama Island Melomys,DD,7.162330955,0,,,,,
,,,Melomys paveli,Pavel's Seram Melomys,DD,7.162330955,0,,,,,
,,,Melomys spechti,,,7.500263694,0,,,,,
,,,Microhydromys musseri,Musser's Shrew Mouse,DD,9.706467996,0,,,,,
,,,Microhydromys richardsoni,Groove-toothed Shrew Mouse,DD,9.706467996,0,,,,,
,,,Mus crociduroides,Sumatran Shrewlike Mouse,DD,7.992467134,0,,,,,
,,,Mus fragilicauda,Sheath-tailed Mouse,DD,,0,,,,,
,,,Mus goundae,Gounda Mouse,DD,4.55652644,0,,,,,
,,,Mus neavei,Neave's Mouse,DD,4.604198299,0,,,,,
,,,Mus oubanguii,Oubangui Mouse,DD,4.406581765,0,,,,,
,,,Mylomys rex,Ethiopian Mylomys,DD,14.22532115,0,,,,,
